nome,url,url_canonical,indirizzo,cap,citta,provincia,regione,paese,telefono,email,sito_web,padiglione,stand,coespositore,espositore_principale,partita_iva,marchi,categorie,descrizione
TALLERES PENA,https://dp-plast.fieramilano.it/exhibitor/359,https://dp-plast.fieramilano.it/exhibitor/359,C/ Arquimedes 18,08918,Barcelona,,,Spain,+39 350 1682535,pena@penagrup.com,http://www.penagrup.com,15,D61 E62,,,,,"VITI DI PLASTIFICAZIONE | CILINDRI DI PLASTIFICAZIONE | CAMERE DI PLASTIFICAZIONE | UGELLI | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","Fondata nel 1959 a Barcellona, Talleres Pena è oggi uno dei principali riferimenti europei nello sviluppo e nella produzione di viti e cilindri bimetallici per estrusione e iniezione.  Con oltre 65 anni di esperienza, più di 135 dipendenti, due stabilimenti produttivi e una presenza in oltre 40 Paesi, l’azienda ha saputo evolvere mantenendo un’identità chiara: unire cultura industriale, innovazione e visione di lungo periodo.
 Talleres Pena produce l’intera gamma di soluzioni per il settore plastico: monovite, bivite corotanti, bivite controrotanti e sistemi conici, offrendo componenti progettati per applicazioni ad alte prestazioni nei settori dell’estrusione, compounding, riciclo e stampaggio a iniezione.
 Uno degli elementi distintivi di Talleres Pena è il suo modello di business: circa il 70% del fatturato deriva dalla collaborazione diretta con gli utilizzatori finali delle macchine, mentre il restante 30% è sviluppato con i principali OEM europei. Questo equilibrio consente all’azienda di trasferire costantemente competenze tra progettazione di nuove macchine e ottimizzazione di linee esistenti, generando un vantaggio competitivo concreto per i clienti.
 Nel corso degli anni, Talleres Pena ha inoltre sviluppato tecnologie proprietarie e una gamma di leghe dedicate — tra cui Pena 40, Pena 68 e Pena 80 — progettate per garantire massima resistenza ad abrasione e corrosione. Il processo di centrifuga bimetallica consente di ottenere cilindri con rivestimenti interni ad alt"
LEADER MACHINERY,https://dp-plast.fieramilano.it/exhibitor/360,https://dp-plast.fieramilano.it/exhibitor/360,"Pingcheng East Road N.78, Jiaoxi 1st Industrial  Park, Jiaozhou of Qingdao",266300,Shandong Province,,,China,+86 532 86622373,sales@extruder-cn.com,http://www.extruder-cn.com,13,U29,,,,,"IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | MACCHINE PER COLATA DI LASTRE | TERMOFORMATRICI | FILIERE D'ESTRUSIONE | ATTREZZATURE DI DOSAGGIO | REFRIGERATORI D'ACQUA | VITI DI PLASTIFICAZIONE | CAMERE DI PLASTIFICAZIONE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA,ALTRE | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | ESSICCATORI/DEUMIDIFICATORI PER MATERIALI IN MASSA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA","Qingdao Leader Machinery Co., Ltd è un produttore esperto e professionale di estrusori per plastica e linee di estrusione da anni. Siamo in grado di produrre diverse attrezzature, incluse linee di estrusione per lastre/pannelli di plastica, ecc. In base alle differenti esigenze di ciascun cliente, i nostri ingegneri forniranno il design meccanico più professionale e la produzione, nonché l’intera tecnologia di processo, per soddisfare le loro applicazioni speciali.
 Sin dalla sua fondazione, ci siamo dedicati allo studio e alla ricerca di nuovi prodotti e nuove tecnologie di lavorazione per soddisfare le esigenze in evoluzione a livello mondiale, e continuiamo ad assorbire e apprendere le tecnologie scientifiche avanzate e i processi leader a livello internazionale. Siamo sempre in prima linea a livello nazionale nel campo degli estrusori per plastica come rappresentanti pionieristici. Con anni di esperienza nella progettazione e fabbricazione, abbiamo recentemente sviluppato le linee di estrusione della serie LM, che hanno realizzato l’idea di estrusione ad alta efficienza: “controllo ad alta precisione, produzione ad alta efficienza, produzione di alta qualità”.
 Attraverso le certificazioni di qualità ISO9001-2008, la certificazione CE, la certificazione SGS e la certificazione GOST per gli Stati della Comunità degli Stati Indipendenti, seguendo rigorosamente gli standard delle moderne imprese, con un rafforzamento complessivo e una gestione efficace della produzione, degl"
GFE,https://dp-plast.fieramilano.it/exhibitor/361,https://dp-plast.fieramilano.it/exhibitor/361,N. 801 West of Fuxing Road,071051,Baoding City,,,China,+86 312 3222687,szh@filter-gfe.com,http://www.filter-gfe.com,13,T29,,,,,"SELEZIONATRICI | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESTRUSIONE/STIRO/SOFFIAGGIO | MISURATORI DI PRESSIONE DEL FUSO | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ REOLOGICHE | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | PROVE, MISURE E CONTROLLI | CAMBIAFILTRI | FILTRI PER MASSE FUSE | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE PER SOFFIAGGIO DI  MATERIE PLASTICHE | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO | PARTI E COMPONENTI DI MAC",
MASFEN MAKINA,https://dp-plast.fieramilano.it/exhibitor/362,https://dp-plast.fieramilano.it/exhibitor/362,"Aksemseddin Mah. 214, Sok Fatih Sanayi Sitesi D1-A  Blok N. 31",34510,"Esenyurt, Istanbul",,,Turkey,+90 212 4235934,info@masfen.com,http://www.masfen.com,13,C01 D02,,,,,ESTRUSORI MONOVITE | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | MACCHINE PER AVVOLGIMENTO FILAMENTARE | TAGLIERINE | AVVOLGITORI-BOBINATORI | FILIERE D'ESTRUSIONE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER ESPANSI E RESINE REATTIVE O RINFORZATE | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA,
PROMIX,https://dp-plast.fieramilano.it/exhibitor/363,https://dp-plast.fieramilano.it/exhibitor/363,Technoparkstrasse 2,8406,Winterthur,,,Switzerland,+41 52 2678080,info@promix-solutions.com,http://www.promix-solutions.com,13,J21,,,,,"PRE-ESPANSORI, SCHIUMATRICI PER PEZZI STAMPATI E BLOCCHI (PER EPS, EPP, EPE ) | DOSATORI E MISCELATORI | MACCHINE PER RESINE REATTIVE RINFORZATE, ALTRE | MACCHINE PER ESPANSI, ALTRE | FILIERE D'ESTRUSIONE | ATTREZZATURE DI DOSAGGIO | APPARECCHIATURE PER INIEZIONE GAS | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA, ALTRE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ REOLOGICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | UGELLI | ESPANDENTI | MISCELATORI DI TIPO CONTINUO PER LIQUIDI | MISCELATORI, ALTRI | FILTRI PER MASSE FUSE | MACCHINE PER ESPANSI E RESINE REATTIVE O RINFORZATE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER RIM (REACTION INJECTION MOULDING) | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMM","Promix Solutions AG è il fornitore leader di componenti chiavee tecnologie di processo per MISCELAZIONE. SCHIUMATURA. RAFFREDDAMENTO. nell'industria della plastica. Promix offre all'industria soluzioni efficaci per la riduzione dell'impatto ambientale, il risparmio sui costi e il miglioramento della qualità nei processi di estrusione e stampaggio a iniezione. Un team motivato, con una lunga esperienza e un ampio know-how in materia di processi e applicazioni, garantisce una consulenza e un servizio eccellenti. La gamma di prodotti comprende sistemi di estrusione Microcell, stazioni di dosaggio di gas CO 2 /N 2 , additivi schiumatura e nucleanti, componenti chiave per la produzione di espansi leggeri, miscelatori statici per stampaggio a iniezione e estrusione, melt cooler/scambiatiori di calore e viscosimetri in linea."
BEGRA,https://dp-plast.fieramilano.it/exhibitor/364,https://dp-plast.fieramilano.it/exhibitor/364,Limbacher Strasse 32,66424,Homburg/Saar,,,Germany,+49 6848 70030,granulate@begra.de,http://www.begra.de,9,A17,,,,,"CLORURO DI POLIVINILE (PVC) | VINILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI",
FIMIC,https://dp-plast.fieramilano.it/exhibitor/365,https://dp-plast.fieramilano.it/exhibitor/365,Via Ospitale 44,35010,CARMIGNANO DI BRENTA,PD,Veneto,Italy,+39 049 5957163,info@fimic.it,http://www.fimic.it,15,D48 D50,,,,,IMPIANTI DI RICICLAGGIO | POMPE PER MASSE FUSE | CAMBIAFILTRI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA,"La storia di FIMIC inizia nel 1963 e, negli ultimi 30 anni, l’azienda è diventata un punto di riferimento riconosciuto nelle tecnologie di filtrazione automatica a pulizia continua per melt. Ciò che è iniziato come un’attività familiare italiana si è trasformato in un riferimento internazionale per il riciclo delle materie plastiche, con una rete che oggi si estende su più continenti.
 FIMIC rimane l’unica azienda sul mercato a offrire una gamma completa di sette modelli di filtri automatici, progettati per trattare anche le materie plastiche post-industriali e post-consumo più contaminate. Accanto ai filtri, FIMIC ha ampliato il proprio portafoglio con innovative soluzioni di pompe a vite, che consentono il trasferimento efficiente delle plastiche fuse dall’estrusore al filtro senza ingranaggi, semplificando ulteriormente le operazioni di riciclo. L’azienda offre inoltre ghigliottine, fornendo soluzioni aggiuntive per la riduzione delle dimensioni del materiale e per un pre-trattamento ottimizzato delle materie plastiche post-consumo e post-industriali.
 Con più di 600 clienti in tutto il mondo e collaborazioni strategiche con partner del settore, FIMIC ha continuato a evolversi, espandendo gli sforzi di R&S, rafforzando le partnership internazionali e aprendo nuove filiali per servire al meglio i riciclatori a livello globale. Questa crescita continua riflette l’impegno di FIMIC non solo nel fornire tecnologie all’avanguardia, ma anche nel supportare la transizione verso un"
HMT MOULD,https://dp-plast.fieramilano.it/exhibitor/366,https://dp-plast.fieramilano.it/exhibitor/366,"N.40, Gongxin Avenue, Xinqian Street  Huangyan District",318020,"Taizhou City, Zhejiang Province",,,China,+39 00 3457821662,micheletang@hmtmould.com,http://www.hmtmould.com,24,A75,,,,,STAMPI PER INIEZIONE/COMPRESSIONE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,Injection Mould maker
ZUMBACH,https://dp-plast.fieramilano.it/exhibitor/368,https://dp-plast.fieramilano.it/exhibitor/368,Via Adua 19,21045,GAZZADA SCHIANNO,VA,Lombardia,Italy,+39 0332 870098,zumit@zumbach.it,http://www.zumbach.ch,13,B13,,,,,"DISPOSITIVI E SISTEMI DI CONTROLLO E SUPERVISIONE, ALTRI | MISURATORI DI SPESSORE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | CONTROLLI DI PROCESSO",
CM EVOLUTION PLAST,https://dp-plast.fieramilano.it/exhibitor/369,https://dp-plast.fieramilano.it/exhibitor/369,Via Grigna 9,20027,RESCALDINA,MI,Lombardia,Italy,+39 0331 545704,info@cmevolutionplast.com,http://www.cmevolutionplast.com,15,F73 G74,,,,,IMPIANTI DI RICICLAGGIO | CAMBIAFILTRI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
CRT,https://dp-plast.fieramilano.it/exhibitor/370,https://dp-plast.fieramilano.it/exhibitor/370,Via I Maggio 19,20014,NERVIANO,MI,Lombardia,Italy,+39 0331 589347,info@crtpvd.it,http://www.crtpvd.it,15,L61 M62,,,,,"ESTRUSORI MONOVITE | ESTRUSORI BIVITE | ESTRUSORI, ALTRI | STAMPI, ALTRI | ACCIAI PER STAMPI | STAMPI PER INIEZIONE/COMPRESSIONE | STAMPI PER SOFFIAGGIO | FILIERE D'ESTRUSIONE | STAMPI PER TERMOFORMATURA | VITI DI PLASTIFICAZIONE | CILINDRI DI PLASTIFICAZIONE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA",
KOMAX EXTRUSION,https://dp-plast.fieramilano.it/exhibitor/371,https://dp-plast.fieramilano.it/exhibitor/371,2 rue de Maine,68270,Wittenheim,,,France,+33 3 89643619,komax@komax.pro,http://komax.pro/it/,13,P13 P15,,,,,IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI MONOVITE | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER ACCOPPIAMENTO E SPALMATURA | IMPIANTI D'ESTRUSIONE PER RIVESTIMENTO DI TUBI E CAVI | IMPIANTI D'ESTRUSIONE PER COMPOUND | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,"Specialisti nella fornitura di linee di estrusione ad elevata efficienza produttiva ed energetica, includendo diverse soluzioni su misura. Con sede a Wittenheim, nel dipartimento dell'Alto Reno (Alsazia), KOMAX è un'azienda specializzata nella progettazione, nello sviluppo, nell'assemblaggio e nella distribuzione di estrusori e linee di estrusione chiavi in mano. Grazie a più di 20 anni di esperienza nel settore dell'estrusione, sono garantiti prodotti efficienti, affidabili e di alta qualità, che consentono un risparmio energetico superiore al 25% grazie alla rivoluzionaria tecnologia HELICAL (sviluppata da KOMAX!). Con una produzione annua di 150 estrusori, diametri che variano da 20 a 110 mm e una lunghezza della vite compresa tra 26 e 40 D, KOMAX serve diversi settori chiave: automobilistico, edile, tessile, fili e cavi. Oltre 250 clienti in tutto il mondo, più di 1650 estrusori sono le refernze e vanto di KOMAX. L'azienda privilegia l'utilizzo di materiali e componenti di alta qualità, provenienti da paesi rinomati come Germania, Francia ed Italia (i prodotti low-cost non sono contemplati).  Infine, vengono investiti ogni anno oltre il 5% del fatturato in ricerca e sviluppo (R&D)."
GAYPA,https://dp-plast.fieramilano.it/exhibitor/372,https://dp-plast.fieramilano.it/exhibitor/372,Via Monte Grappa 33,36050,QUINTO VICENTINO,VI,Veneto,Italy,+39 0444 584400,info@gaypa.com,http://www.gaypa.com,9,C17 C21,,,,,"POLIMETILMETACRILATO (PMMA) | POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIAMMIDE 12 (PA 12) | COPOLIMERI | POLIETILENTEREFTALATO RIGENERATO (R PET) | POLICARBONATO (PC) | POLIETILENTEREFTALATO (PET) | POLIETILENE ALTA DENSITA' (HDPE) | COPOLIMERI DI STIRENE-ACRILONITRILE (SAN) | ACRILONITRILE-BUTADIENE-STIRENE (ABS) | BIOPOLIMERI | MASTERBATCH COLORANTI | ALTRI ADDITIVI E AUSILIARI | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIAMMIDICHE | POLIESTERI TERMOPLASTICI | POLIOLEFINICHE | STIRENICHE E COPOLIMERI A BASE DI STIRENE | ALTRE MATERIE PLASTICHE | PIGMENTI, COLORANTI E MASTERBATCH | ALTRI ADDITIVI E AUSILIARI DI PROCESSO","Dal 1972 produciamo masterbatch bianchi, neri e colorati, oltre ad additivi. Gaypa opera nella filiera dei beni di consumo, dei beni durevoli e degli imballaggi."
MATRIX INJECTION MOULDS,https://dp-plast.fieramilano.it/exhibitor/373,https://dp-plast.fieramilano.it/exhibitor/373,"Ctra. C-26, km 195",17500,"Ripoll, Girona",,,Spain,+34 972 700358,info@matrix-sa.com,http://www.matrix-sa.com,24,B75,,,,,STAMPI PER INIEZIONE/COMPRESSIONE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
FRANCIACORTA STAMPI,https://dp-plast.fieramilano.it/exhibitor/374,https://dp-plast.fieramilano.it/exhibitor/374,Via Marco Biagi 14/16,25040,CORTE FRANCA,BS,Lombardia,Italy,+39 030 9829013,info@franciacortastampi.it,http://www.franciacortastampi.it,11,A25,,,,,"MACCHINE A INIEZIONE PER GOMMA | STAMPI, ALTRI | STAMPI PER INIEZIONE/COMPRESSIONE | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA","Fondata nel 2000 grazie all'audace visione di tre fondatori, Franciacorta Stampi è un team dinamico specializzato nella progettazione e costruzione di stampi, attrezzature e sistemi termoregolati per la produzione di componenti su misura in gomma e silicone (HTV e LSR), nonché per la punzonatura, incollaggio e sovrastampaggio. Ogni progetto che intraprendiamo riflette il nostro impegno per soluzioni personalizzate, qualità eccezionale e innovazione costante. Anni di esperienza sul campo e un'attenzione dedicata al cliente ci consentono di affrontare anche le sfide più complesse nello stampaggio della gomma. Da semplici utensili a sistemi di produzione completamente automatizzati e su misura, offriamo competenza e precisione ineguagliabili."
COM-ITAL,https://dp-plast.fieramilano.it/exhibitor/375,https://dp-plast.fieramilano.it/exhibitor/375,Via Dell'Artigianato 26/28,59013,MONTEMURLO,PO,Toscana,Italy,+39 0574 65341,comital@com-ital.com,http://www.com-ital.com,9,C09 C13,,,,,"POLIETILENTEREFTALATO (PET) | POLIETILENE BASSA DENSITA' (LDPE) | POLIETILENE LINEARE BASSA DENSITA' (LLDPE) | POLIETILENE ALTA DENSITA' (HDPE) | COPOLIMERI DI POLIPROPILENE (PPCP) | POLIETILENE MEDIA DENSITA' (MDPE) | COPOLIMERI A BASE DI ETILENE | OMOPOLIMERI DI POLIPROPILENE (PPHP) | ALTRE POLIOLEFINE | POLIETILENE RIGENERATO (R PE) | POLIPROPILENE RIGENERATO (R PP) | COPOLIMERI DI STIRENE-ACRILONITRILE (SAN) | POLISTIRENE (GPPS, HIPS, EPS) | ACRILONITRILE-BUTADIENE-STIRENE (ABS) | METILMETACRILATO-BUTADIENE-STIRENE (MBS) | ACRILONITRILE-STIRENE-ACRILATO (ASA) | COPOLIMERI DI STIRENE-BUTADIENE (SB) | COPOLIMERI DI STIRENE-METILMETACRILATO (SMMA) | ALTRI COPOLIMERI | POLIFENILENSOLFURO (PPS) | ACETALICHE (POM) | POLIFENILENETERE (PPE) | POLISULFONE (PSU) | POLIETERSULFONE (PES) | BIOPOLI","L’organizzazione Com-Ital distribuisce dal 1971 una ampia gamma di commodities e tecnopolimeri sul mercato italiano attraverso le proprie sedi logistico-commerciali dislocate in Toscana, Lombardia, Piemonte, Veneto e Marche.  A oggi Com-Ital Plast SpA collabora con i principali produttori internazionali di materie plastiche quali: LyondellBasell, Versalis, Basf, Ineos Styrolution e Lotte Chemical."
EPSAN,https://dp-plast.fieramilano.it/exhibitor/376,https://dp-plast.fieramilano.it/exhibitor/376,"Dosab, A. O. Sonmez Cad. N. 16, Osmangazi",16369,Bursa,,,Turkey,+90 224 2612020,epsan@epsan.com.tr,http://www.epsan.com,9,A65 A69,,,,,"POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIBUTILENTEREFTALATO (PBT) | MASSE DA STAMPAGGIO (BMC, DMC, SMC) | POLIAMMIDICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIESTERI TERMOPLASTICI | RESINE TERMOINDURENTI","Produzione di compound polimerici base PA, PBT e PPA"
EVERPLAST,https://dp-plast.fieramilano.it/exhibitor/377,https://dp-plast.fieramilano.it/exhibitor/377,"11F, 106 Yongle Street, Luzhou District",24767,New Taipei City,,,Taiwan,+886 2 22897271,everstar@mail.everplast.net,http://www.everplast.com.tw/,13,A01,,,,,"IMPIANTI DI MESCOLAZIONE | IMPIANTI DI RICICLAGGIO | ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO, ALTRE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER PROTOTIPAZIONE RAPIDA / MANIFATTURA ADDITIVA / SINTERIZZAZIONE LASER | BICCHIERATRICI PER TUBI | TAGLIERINE | AVVOLGITORI-BOBINATORI | FUSTELLATRICI E PERFORATRICI | FILIERE D'ESTRUSIONE | MISCELATORI, ALTRI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA,ALTRE | MAC","Everplast Machinery è stata fondata nel 1993 ed è specializzata nella produzione di macchinari per l’estrusione della plastica. Ad esempio: tubi, profili, tubi flessibili, porte, compounding, WPC e stampi. Forniamo ai nostri clienti linee professionali per l’estrusione della plastica, basate sulle esigenze del mercato e sulle caratteristiche diversificate dei materiali in resina. Ad oggi, Everplast Machinery ha raggiunto vendite in 110 paesi e oltre 2300 installazioni nel mondo.
 Il successo delle nostre linee di estrusione deriva dalla capacità di integrare le specifiche caratteristiche delle resine con l’assemblaggio delle linee macchina. Inoltre, ciò consente ai nostri clienti di produrre articoli di alta qualità destinati agli utenti finali."
PREVEN,https://dp-plast.fieramilano.it/exhibitor/378,https://dp-plast.fieramilano.it/exhibitor/378,Via Irma Bandiera 2,40050,MONTE SAN PIETRO,BO,Emilia-Romagna,Italy,+39 051 969125,commerciale@prevensrl.com,http://www.prevensrl.com,22,B12 B18,,,,,"MACCHINE PER ESTRUSIONE/SOFFIAGGIO | MACCHINE PER ESTRUSIONE/STIRO/SOFFIAGGIO | STAMPI, ALTRI | STAMPI PER INIEZIONE/COMPRESSIONE | STAMPI PER SOFFIAGGIO | FILIERE D'ESTRUSIONE | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | ALTRI SERVIZI DI LAVORAZIONE | MACCHINE PER SOFFIAGGIO DI  MATERIE PLASTICHE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | LAVORAZIONI SECONDARIE | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C",
